,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
10,5129800482030860,5621117124,25年02月03日 12:35,"回复<a href=/n/落叶秋-秋K usercard=""name=@落叶秋-秋K"">@落叶秋-秋K</a>:咋还急了呢？破防了？",来自云南,5129943527460454,0,回复@落叶秋-秋K:咋还急了呢？破防了？,7778281150,风吹出栀子花的思念,https://weibo.com/u/7778281150,,忙于学业，发帖放假会补,其他,m,23,73,344,229,38,118,385
11,5129800482030860,5621117124,25年02月03日 11:35,"回复<a href=/n/zyr的小尹 usercard=""name=@zyr的小尹"">@zyr的小尹</a>:其实是你们墨丝没长眼睛啊<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />，别出来丢人了",来自湖北,5129928440025613,0,回复@zyr的小尹:其实是你们墨丝没长眼睛啊[笑cry]，别出来丢人了,7834539082,用户7834539082,https://weibo.com/u/7834539082,,,其他,f,9,238,330,29,0,35,64
12,5129800482030860,5621117124,25年02月03日 11:33,"回复<a href=/n/亲爱的年糕墨墨小姐_ usercard=""name=@亲爱的年糕墨墨小姐_"">@亲爱的年糕墨墨小姐_</a>:你这么关注我家粉圈吗 也难怪粉随正主<img alt=""[偷乐]"" title=""[偷乐]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fa/lxhtouxiao_thumb.gif"" /><img alt=""[偷乐]"" title=""[偷乐]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fa/lxhtouxiao_thumb.gif"" />",来自山东,5129927923864343,2,回复@亲爱的年糕墨墨小姐_:你这么关注我家粉圈吗 也难怪粉随正主[偷乐][偷乐],7882274295,卷兔辑汨_Sakura,https://weibo.com/u/7882274295,,不再被情绪左右,其他,f,378,219,461,261,19,338,618
13,5129800482030860,5621117124,25年02月03日 11:31,"回复<a href=/n/卷兔辑汨_Sakura usercard=""name=@卷兔辑汨_Sakura"">@卷兔辑汨_Sakura</a>:到底谁稀罕跟团出道啊你家这么想你怎么也没出呀<img alt=""[黑线]"" title=""[黑线]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a3/2018new_heixian_org.png"" />",来自湖南,5129927417137400,1,回复@卷兔辑汨_Sakura:到底谁稀罕跟团出道啊你家这么想你怎么也没出呀[黑线],7617372472,亲爱的年糕墨墨小姐_,https://weibo.com/u/7617372472,,支持我幸福的的人 是隔着屏幕闪烁的你,其他,f,26,82,826,964,27,796,"1,787"
14,5129800482030860,5621117124,25年02月03日 11:23,"回复<a href=/n/亲爱的年糕墨墨小姐_ usercard=""name=@亲爱的年糕墨墨小姐_"">@亲爱的年糕墨墨小姐_</a>:谁也别笑谁，你家这么有实力怎么不跟团出道<img alt=""[偷乐]"" title=""[偷乐]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fa/lxhtouxiao_thumb.gif"" />",来自山东,5129925518696570,1,回复@亲爱的年糕墨墨小姐_:谁也别笑谁，你家这么有实力怎么不跟团出道[偷乐],7882274295,卷兔辑汨_Sakura,https://weibo.com/u/7882274295,,不再被情绪左右,其他,f,378,219,461,261,19,338,618
15,5129800482030860,5621117124,25年02月03日 10:47,"回复<a href=/n/Z_头发好卷昂_T usercard=""name=@Z_头发好卷昂_T"">@Z_头发好卷昂_T</a>:是不想<img alt=""[挖鼻]"" title=""[挖鼻]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/9a/2018new_wabi_thumb.png"" />",来自云南,5129916435926040,0,回复@Z_头发好卷昂_T:是不想[挖鼻],7778281150,风吹出栀子花的思念,https://weibo.com/u/7778281150,,忙于学业，发帖放假会补,其他,m,23,73,344,229,38,118,385
16,5129800482030860,5621117124,25年02月03日 10:44,"回复<a href=/n/墨染利丽 usercard=""name=@墨染利丽"">@墨染利丽</a>:哟哟哟 是不想还是怂",来自广东,5129915756970269,0,回复@墨染利丽:哟哟哟 是不想还是怂,7672466126,Z_头发好卷昂_T,https://weibo.com/u/7672466126,,（1️⃣🐏💰🚿）🐎 🥟 🍥 🐉 🐑 （🐙👁️7️⃣）,广东 揭阳,f,48,167,3250,553,3,238,794
17,5129800482030860,5621117124,25年02月03日 10:42,"回复<a href=/n/Z_头发好卷昂_T usercard=""name=@Z_头发好卷昂_T"">@Z_头发好卷昂_T</a>:因为不想跟你讲话 只能应付几句了",来自云南,5129915224031899,0,回复@Z_头发好卷昂_T:因为不想跟你讲话 只能应付几句了,7778281150,风吹出栀子花的思念,https://weibo.com/u/7778281150,,忙于学业，发帖放假会补,其他,m,23,73,344,229,38,118,385
18,5129800482030860,5621117124,25年02月03日 10:33,"回复<a href=/n/墨染利丽 usercard=""name=@墨染利丽"">@墨染利丽</a>:没话说在我这飙成语<img alt=""[允悲]"" title=""[允悲]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/83/2018new_kuxiao_org.png"" />好笑哈",来自广东,5129912966452980,0,回复@墨染利丽:没话说在我这飙成语[允悲]好笑哈,7672466126,Z_头发好卷昂_T,https://weibo.com/u/7672466126,,（1️⃣🐏💰🚿）🐎 🥟 🍥 🐉 🐑 （🐙👁️7️⃣）,广东 揭阳,f,48,167,3250,553,3,238,794
19,5129800482030860,5621117124,25年02月03日 10:32,"回复<a href=/n/Z_头发好卷昂_T usercard=""name=@Z_头发好卷昂_T"">@Z_头发好卷昂_T</a>:我行我素",来自云南,5129912537317585,0,回复@Z_头发好卷昂_T:我行我素,7778281150,风吹出栀子花的思念,https://weibo.com/u/7778281150,,忙于学业，发帖放假会补,其他,m,23,73,344,229,38,118,385
