,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
13,5156596690716101,1959830294,25年04月18日 10:39,"回复<a href=/n/少先队长郑大宝- usercard=""name=@少先队长郑大宝-"">@少先队长郑大宝-</a>:其实可以理解，现在的老年人确实是没经历过信息这么爆炸的时代，肯定是担心的，怕她伤心生气，最重要的是万一气出病来就真的得不偿失。小孩失败无所谓是因为以后未来还很长，有足够时间弥补。但老年人不一样，她每错一次都是在自己剩余的时间里撒一把灰。就是直接的否认蛮伤人的....方式要改改<img alt=""[笑cry]"" title=""[笑cry]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/4a/2018new_xiaoku_thumb.png"" />",来自北京,5156731002294074,1,回复@少先队长郑大宝-:其实可以理解，现在的老年人确实是没经历过信息这么爆炸的时代，肯定是担心的，怕她伤心生气，最重要的是万一气出病来就真的得不偿失。小孩失败无所谓是因为以后未来还很长，有足够时间弥补。但老年人不一样，她每错一次都是在自己剩余的时间里撒一把灰。就是直接的否认蛮伤人的....方式要改改[笑cry],6084573197,终将一日会有喵,https://weibo.com/u/6084573197,,存钱养喵,北京 东城区,m,6,330,8,0,0,1,1
14,5156596690716101,1959830294,25年04月18日 10:33,"回复<a href=/n/我才不是机智帝 usercard=""name=@我才不是机智帝"">@我才不是机智帝</a>:哈哈哈哈上呗也不是什么大钱，上多了总有知道自己不能再乱相信的时候。",来自北京,5156729700483441,1,回复@我才不是机智帝:哈哈哈哈上呗也不是什么大钱，上多了总有知道自己不能再乱相信的时候。,6084573197,终将一日会有喵,https://weibo.com/u/6084573197,,存钱养喵,北京 东城区,m,6,330,8,0,0,1,1
15,5156596690716101,1959830294,25年04月18日 10:29,"回复<a href=/n/怡二三四5678 usercard=""name=@怡二三四5678"">@怡二三四5678</a>:被骗两三回了。去公安备案的路上，都还在骂我姐阻碍她进步。",来自广东,5156728619666571,0,回复@怡二三四5678:被骗两三回了。去公安备案的路上，都还在骂我姐阻碍她进步。,6486231564,怡二三四5678,https://weibo.com/u/6486231564,,,其他,f,3,75,78,84,10,0,94
16,5156596690716101,1959830294,25年04月18日 09:25,那是你家人没被骗过，我妈听微信的一个什么小程序公益课，叫雪域之光的，卖什么至尊蚁丸，什么西域藏红花贴的，说是能包治百病，卖了一大箱放家里，不舒服了就贴，怎么说都不听,来自湖南,5156712541849625,5,那是你家人没被骗过，我妈听微信的一个什么小程序公益课，叫雪域之光的，卖什么至尊蚁丸，什么西域藏红花贴的，说是能包治百病，卖了一大箱放家里，不舒服了就贴，怎么说都不听,5027202790,你的不灵,https://weibo.com/u/5027202790,,深夜里一片漆黑，森林中昏暗幽静，赫曼在我身边，宛如一个影子,湖南,f,132,596,425,208,8,281,497
17,5156596690716101,1959830294,25年04月18日 09:18,不不不是你没理解，她妈妈不管买课花了一千还是两千，买基金花了一万还是两万，亏钱的地方，百分之百都会从生活质量上继续省出来，甚至愧疚的睡不着觉，这才是所谓的网课骗走的东西，并不是一千块钱的事儿~,来自江苏,5156710731484690,12,不不不是你没理解，她妈妈不管买课花了一千还是两千，买基金花了一万还是两万，亏钱的地方，百分之百都会从生活质量上继续省出来，甚至愧疚的睡不着觉，这才是所谓的网课骗走的东西，并不是一千块钱的事儿~,7310211779,竹幽影,https://weibo.com/u/7310211779,,随便,江苏,f,9,129,300,119,23,149,291
18,5156596690716101,1959830294,25年04月18日 12:36,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:理解你的着急，也明白逻辑上你是对的，但妈妈的困境是感受，她不想花你的钱，不想经济上依赖谁，其实就是想有一个“不被定义不被埋怨地自由支配的自由。”她的一切对的错的努力都是为了有这个安全感。那句“你花的是我的钱，这课现在归我了”可能会让她很羞愧。我也这样着急过，我也在改。",来自海南,5156760638718728,0,回复@汪有:理解你的着急，也明白逻辑上你是对的，但妈妈的困境是感受，她不想花你的钱，不想经济上依赖谁，其实就是想有一个“不被定义不被埋怨地自由支配的自由。”她的一切对的错的努力都是为了有这个安全感。那句“你花的是我的钱，这课现在归我了”可能会让她很羞愧。我也这样着急过，我也在改。,1343481155,王小展,https://weibo.com/u/1343481155,,在这什么都善变的人世间里， 我想看一下永恒。,北京 东城区,f,57181,253,5312,"83,751","77,781","195,527","357,059"
19,5156596690716101,1959830294,25年04月18日 12:00,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:<img alt=""[哆啦A梦害怕]"" title=""[哆啦A梦害怕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/35/2022_dorashock_org.png"" />",来自北京,5156751536293250,0,回复@汪有:[哆啦A梦害怕],1180836982,刘大棒槌,https://weibo.com/u/1180836982,,,北京 昌平区,m,598,870,4380,15,67,132,214
20,5156596690716101,1959830294,25年04月18日 12:00,"回复<a href=/n/邪人疯 usercard=""name=@邪人疯"">@邪人疯</a>:对对对你说得对",来自安徽,5156751482557255,0,回复@邪人疯:对对对你说得对,5096318067,红橙紫紫,https://weibo.com/u/5096318067,,我要钱  我要肌肉,安徽,f,15,401,1268,192,6,181,379
21,5156596690716101,1959830294,25年04月18日 11:36,"回复<a href=/n/少先队长郑大宝- usercard=""name=@少先队长郑大宝-"">@少先队长郑大宝-</a>:那不是。举个例子，我姥姥，天天看健康讲座，去医院看病给大夫开方子。您说，我们能支持她吗？她要真买个保健品，存着玩就算了，她现在影响思维，影响健康了。",来自天津,5156745442497168,0,回复@少先队长郑大宝-:那不是。举个例子，我姥姥，天天看健康讲座，去医院看病给大夫开方子。您说，我们能支持她吗？她要真买个保健品，存着玩就算了，她现在影响思维，影响健康了。,2091875891,雪落蒹葭落无声,https://weibo.com/u/2091875891,,稻花香里说丰年,天津 河西区,f,292,225,5937,"2,029","1,011","1,133","4,173"
22,5156596690716101,1959830294,25年04月18日 11:01,"回复<a href=/n/红橙紫紫 usercard=""name=@红橙紫紫"">@红橙紫紫</a>:你先搞清楚这是什么先，但凡了解一点，都知道他M不就是诈骗，最后会骗干所有养老钱，难道你父母被骗你不去制止。还消费欲呢，还她觉得呢，谁觉得也TM是诈骗",来自重庆,5156736705758060,0,回复@红橙紫紫:你先搞清楚这是什么先，但凡了解一点，都知道他M不就是诈骗，最后会骗干所有养老钱，难道你父母被骗你不去制止。还消费欲呢，还她觉得呢，谁觉得也TM是诈骗,1268450794,邪人疯,https://weibo.com/u/1268450794,诗人邪人疯 人文艺术博主 头条文章作者,大雪封山的时候，我们就回去！,重庆 南岸区,m,134327,1620,21236,"32,060","27,427","15,693","75,180"
23,5156596690716101,1959830294,25年04月18日 09:39,"回复<a href=/n/l鱼苗I usercard=""name=@l鱼苗I"">@l鱼苗I</a>:我首页老师居然也关注汪有啊<img alt=""[哆啦A梦害怕]"" title=""[哆啦A梦害怕]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/35/2022_dorashock_org.png"" />好巧啊",来自安徽,5156716066640972,0,回复@l鱼苗I:我首页老师居然也关注汪有啊[哆啦A梦害怕]好巧啊,5096318067,红橙紫紫,https://weibo.com/u/5096318067,,我要钱  我要肌肉,安徽,f,15,401,1268,192,6,181,379
24,5156596690716101,1959830294,25年04月18日 09:38,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:那不就是你们消费观念不一样吗，她觉得无所谓在为知识付费你觉得她要变成赌徒了<img alt=""[汗]"" title=""[汗]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/28/2018new_han_org.png"" />你不能把防诈骗教育放在人家的消费欲上啊那肯定一百分不听的",来自安徽,5156715789025602,0,回复@汪有:那不就是你们消费观念不一样吗，她觉得无所谓在为知识付费你觉得她要变成赌徒了[汗]你不能把防诈骗教育放在人家的消费欲上啊那肯定一百分不听的,5096318067,红橙紫紫,https://weibo.com/u/5096318067,,我要钱  我要肌肉,安徽,f,15,401,1268,192,6,181,379
25,5156596690716101,1959830294,25年04月18日 09:34,"Reply <a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:确实是这样，不过能不能给你妈妈报一点有用的课呢？她会愿意学吗？",来自四川,5156714739402924,0,Reply @汪有:确实是这样，不过能不能给你妈妈报一点有用的课呢？她会愿意学吗？,1804732891,Eymo,https://weibo.com/u/1804732891,,,四川 成都,f,98,173,687,734,291,36,"1,061"
26,5156596690716101,1959830294,25年04月18日 09:12,"回复<a href=/n/少先队长郑大宝- usercard=""name=@少先队长郑大宝-"">@少先队长郑大宝-</a>:不是一千的事情，怕的是这个课程鼓动老人去买什么基金，然后老人的存款一下子被套进去了，到时候给老太太带来的打击是毁灭性的",来自广东,5156709324555494,3,回复@少先队长郑大宝-:不是一千的事情，怕的是这个课程鼓动老人去买什么基金，然后老人的存款一下子被套进去了，到时候给老太太带来的打击是毁灭性的,5101987753,解世罗,https://weibo.com/u/5101987753,,道不可致,广东,m,198,168,360,"1,018",76,132,"1,226"
27,5156596690716101,1959830294,25年04月18日 09:03,"回复<a href=/n/终将一日会有喵 usercard=""name=@终将一日会有喵"">@终将一日会有喵</a>:我的经验是当当不一样，下次还上当",来自北京,5156706931181705,4,回复@终将一日会有喵:我的经验是当当不一样，下次还上当,2863504807,我才不是机智帝,https://weibo.com/u/2863504807,,一介凡人,天津 河北区,m,224,244,2934,"2,565",224,936,"3,725"
28,5156596690716101,1959830294,25年04月18日 08:39,"回复<a href=/n/少先队长郑大宝- usercard=""name=@少先队长郑大宝-"">@少先队长郑大宝-</a>:办卡还真不一样 大不了你以后不去那家健身房/理发店/美容院了或者这些店跑路了 但是那种网课的内容是会不断给人洗脑的 我老家亲戚就有上网上的什么赚钱大师课最后把唯一老房子卖掉炒股最后亏完了的",来自重庆,5156700836070237,9,回复@少先队长郑大宝-:办卡还真不一样 大不了你以后不去那家健身房/理发店/美容院了或者这些店跑路了 但是那种网课的内容是会不断给人洗脑的 我老家亲戚就有上网上的什么赚钱大师课最后把唯一老房子卖掉炒股最后亏完了的,6626006317,l鱼苗I,https://weibo.com/u/6626006317,电影博主,ᕕ( ᐛ )ᕗ我好快乐因为我在我的快乐宇宙（系统修正+赛博僵尸道长不定期清粉中 如有误伤私密马赛）,其他,f,366440,508,23228,"1,573,830","23,766,240","36,747,947","62,088,017"
29,5156596690716101,1959830294,25年04月18日 08:05,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:我一点不觉得你抠，很理解你，每个家庭就是这样的，每个人都有很多情结",来自海南,5156692284148191,3,回复@汪有:我一点不觉得你抠，很理解你，每个家庭就是这样的，每个人都有很多情结,6509823767,金丝2009,https://weibo.com/u/6509823767,,,海南,f,4,218,0,0,0,0,0
30,5156596690716101,1959830294,25年04月18日 06:57,"回复<a href=/n/终将一日会有喵 usercard=""name=@终将一日会有喵"">@终将一日会有喵</a>:对啊！我就是这个意思！！你说的完全是我的心声，评论里说被骗的问问自己，平时办理发卡健身卡都没被骗过吗？这个年纪的老人了，花个1000，就当她买个衣服或者办个卡得了，真不至于这么上纲上线问人家为啥没有第一时间跟自己说，说白了还是觉得这笔钱对妈妈的消费来说是大钱，自己有必要过问",来自江苏,5156675205201929,5,回复@终将一日会有喵:对啊！我就是这个意思！！你说的完全是我的心声，评论里说被骗的问问自己，平时办理发卡健身卡都没被骗过吗？这个年纪的老人了，花个1000，就当她买个衣服或者办个卡得了，真不至于这么上纲上线问人家为啥没有第一时间跟自己说，说白了还是觉得这笔钱对妈妈的消费来说是大钱，自己有必要过问,2975647530,少先队长郑大宝-,https://weibo.com/u/2975647530,,少说，多做,海外 西班牙,f,486,302,2222,"3,594","1,258","2,975","7,827"
31,5156596690716101,1959830294,25年04月18日 06:53,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:我记得上次好像有发过给阿姨买手机，后来把钱转给她，阿姨没舍得买的事情，你转了钱给她其实就是知道她不会舍得买的呀，直接买了给她不就好了，你的消费观其实和你老爸特别像，这没有错，叔叔不节约不可能把你供养起来，但是本质上你对阿姨花钱的态度其实跟叔叔没差别，你只是一个更能赚钱版本的你老爸",来自江苏,5156674336457916,5,回复@汪有:我记得上次好像有发过给阿姨买手机，后来把钱转给她，阿姨没舍得买的事情，你转了钱给她其实就是知道她不会舍得买的呀，直接买了给她不就好了，你的消费观其实和你老爸特别像，这没有错，叔叔不节约不可能把你供养起来，但是本质上你对阿姨花钱的态度其实跟叔叔没差别，你只是一个更能赚钱版本的你老爸,2975647530,少先队长郑大宝-,https://weibo.com/u/2975647530,,少说，多做,海外 西班牙,f,486,302,2222,"3,594","1,258","2,975","7,827"
32,5156596690716101,1959830294,25年04月18日 06:24,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:关键这类课，为了哄老人顺利拿出钱来，往往很多还包含一部分损害亲子关系的内容<img alt=""[二哈]"" title=""[二哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/22/2018new_erha_org.png"" />什么家里人不信任你就是因为你没赚到钱你更要暗暗行动一鸣惊人之类的<img alt=""[衰]"" title=""[衰]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/a2/2018new_shuai_org.png"" />",来自浙江,5156667071136811,15,回复@汪有:关键这类课，为了哄老人顺利拿出钱来，往往很多还包含一部分损害亲子关系的内容[二哈]什么家里人不信任你就是因为你没赚到钱你更要暗暗行动一鸣惊人之类的[衰],2790130530,赵小怪的羽毛,https://weibo.com/u/2790130530,,搞怪的人生，机工少女日常～自由扯淡人一枚！,上海 浦东新区,f,2031,1091,22941,617,"8,567",629,"9,813"
