,comments_level_1_mid,main_body_uid,发布时间,处理内容,评论地点,mid,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
10,5156570050071610,1959830294,25年04月18日 09:10,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:这里需要“课题分离”，妈妈的决策和可能出现的难受，是她的课题，不是你的课题，你再怎么高瞻远瞩、长线思维都没有用。要学会把她的课题还给她。而你的课题是，怎样用她能接受的方式进行帮扶。我看到你的思维特别清晰、滴水不漏，但这可能正是问题所在。亲密关系不需要辩论赛，“包容+边界”才是上策",来自江苏,5156708817830066,6,回复@汪有:这里需要“课题分离”，妈妈的决策和可能出现的难受，是她的课题，不是你的课题，你再怎么高瞻远瞩、长线思维都没有用。要学会把她的课题还给她。而你的课题是，怎样用她能接受的方式进行帮扶。我看到你的思维特别清晰、滴水不漏，但这可能正是问题所在。亲密关系不需要辩论赛，“包容+边界”才是上策,5518046800,用户5518046800,https://weibo.com/u/5518046800,,,其他,m,45,140,62,1,0,0,1
11,5156570050071610,1959830294,25年04月18日 08:14,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:虽然啥道理都懂但是你的方式或许给妈妈压迫感了，大概就是你说的孝但不够顺，尝试换一些方式呢",来自福建,5156694721565008,1,回复@汪有:虽然啥道理都懂但是你的方式或许给妈妈压迫感了，大概就是你说的孝但不够顺，尝试换一些方式呢,1409904757,s_noopy,https://weibo.com/u/1409904757,娱乐博主,日常追星，碎碎念，如有打扰，请多包涵！,福建 福州,m,41742,1130,22193,"61,784","23,392","118,055","203,231"
12,5156570050071610,1959830294,25年04月18日 07:41,"回复<a href=/n/特等菌出爪事成 usercard=""name=@特等菌出爪事成"">@特等菌出爪事成</a>:问题汪妈难受了你猜谁要花成倍的精力去安抚",来自上海,5156686386954309,2,回复@特等菌出爪事成:问题汪妈难受了你猜谁要花成倍的精力去安抚,1347301497,Cabin-静默的树,https://weibo.com/u/1347301497,,,上海,f,357,522,1151,551,192,60,803
13,5156570050071610,1959830294,25年04月18日 06:32,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:妈妈保持着天真，是很难得的啊",来自河南,5156668997895275,0,回复@汪有:妈妈保持着天真，是很难得的啊,6983496700,舟行碧波上11,https://weibo.com/u/6983496700,,,山东,f,1255,1044,16324,"53,028","6,637","90,580","150,245"
14,5156570050071610,1959830294,25年04月18日 06:17,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:她发现要钱的次数多了她就会不想合影了，但是你爸的态度很关键，如果他不觉得是吃亏了妈妈的感受就会好很多，如果爸爸的表情很难看那妈妈自然更难受。",来自新西兰,5156665143591510,0,回复@汪有:她发现要钱的次数多了她就会不想合影了，但是你爸的态度很关键，如果他不觉得是吃亏了妈妈的感受就会好很多，如果爸爸的表情很难看那妈妈自然更难受。,1592417642,冬尔冬至,https://weibo.com/u/1592417642,,爱是允许自己做自己，允许别人做自己！,海外,f,111,469,1224,138,59,271,468
15,5156570050071610,1959830294,25年04月18日 05:49,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:所以不让她买课解决不了问题，就像小孩要偷偷看黄片一样。要疏导，和她一起看，科普金融知识，表面上帮她赚点小钱，暗地里保驾护航",来自江苏,5156658195988700,2,回复@汪有:所以不让她买课解决不了问题，就像小孩要偷偷看黄片一样。要疏导，和她一起看，科普金融知识，表面上帮她赚点小钱，暗地里保驾护航,1497553091,旷野空气河,https://weibo.com/u/1497553091,,时日无多，错过不再,广东 韶关,f,32,461,7072,69,34,99,202
16,5156570050071610,1959830294,25年04月18日 02:00,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:那你妈要学的不是怎么买进卖出，是金融投资入门第一课，怎么控制风险和保持心态平衡……",来自湖北,5156600524571376,5,回复@汪有:那你妈要学的不是怎么买进卖出，是金融投资入门第一课，怎么控制风险和保持心态平衡……,3616207347,一夜暴富袖袖子,https://weibo.com/u/3616207347,,热衷叭叭，龟速产出，间歇性发疯。本命苏沐秋，平成跳薮知双担。平时好说话，被惹毛了啥话都说得出口，要多难听有多难听。喜欢温柔可爱的一切，拒fo傻比。,湖北,f,735,818,13671,"29,207","45,673","9,337","84,217"
17,5156570050071610,1959830294,25年04月18日 01:52,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:但是被骗难受也是你妈自己做的决定，她自己会负责，钱是她的，她有犯错的权利。这样和家长以自己的眼界包办小孩的道路也没区别，你要战胜的还是自己的控制欲，这方面其实有父亲的影响……你有能力兜底让她去探索就好了",来自广东,5156598519432310,16,回复@汪有:但是被骗难受也是你妈自己做的决定，她自己会负责，钱是她的，她有犯错的权利。这样和家长以自己的眼界包办小孩的道路也没区别，你要战胜的还是自己的控制欲，这方面其实有父亲的影响……你有能力兜底让她去探索就好了,7738006465,特等菌出爪事成,https://weibo.com/u/7738006465,,尊贵的地球onlineVIP玩家,其他,m,506,285,9327,"9,173","10,384","28,652","48,209"
18,5156570050071610,1959830294,25年04月18日 01:03,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:哦哦，明白了。佛渡有缘人，该说说，说完还要亲身体验那就只能由着她去经历一下过程。每个人有自己的课业要修<img alt=""[哈哈]"" title=""[哈哈]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8f/2018new_haha_org.png"" />",来自广东,5156586194209045,7,回复@汪有:哦哦，明白了。佛渡有缘人，该说说，说完还要亲身体验那就只能由着她去经历一下过程。每个人有自己的课业要修[哈哈],1822780373,大肥璇,https://weibo.com/u/1822780373,,就这么低调地一直幸福下去 把自己当成自己的女儿来对待，爱护她，欣赏她，会想办法帮她进步，也会无条件地接受她,广东 广州,f,379,273,2598,"2,227",182,569,"2,978"
19,5156570050071610,1959830294,25年04月18日 00:58,"回复<a href=/n/阿月月求图力 usercard=""name=@阿月月求图力"">@阿月月求图力</a>:辛苦了辛苦了……！",来自上海,5156584804320722,0,回复@阿月月求图力:辛苦了辛苦了……！,7396313114,传奇水手辛巴达,https://weibo.com/u/7396313114,,May you find water and shade.,其他,m,188,133,4069,"1,363","2,710","4,011","8,084"
20,5156570050071610,1959830294,25年04月18日 00:57,"回复 <a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:告诉妈妈每天6小时刷短视频不如做玩智游戏，做瑜伽训练。视频刷多了会影响颈椎健康、影响视力和眼睛、加快老年痴呆。再多给安排老年大学的课程，让俩老头老太有事忙活，不看那些糟心玩意儿。",来自浙江,5156584679541048,2,回复 @汪有:告诉妈妈每天6小时刷短视频不如做玩智游戏，做瑜伽训练。视频刷多了会影响颈椎健康、影响视力和眼睛、加快老年痴呆。再多给安排老年大学的课程，让俩老头老太有事忙活，不看那些糟心玩意儿。,7849597966,不燃five,https://weibo.com/u/7849597966,,,其他,m,110,173,32,8,1,18,27
21,5156570050071610,1959830294,25年04月18日 00:45,"回复<a href=/n/阿月月求图力 usercard=""name=@阿月月求图力"">@阿月月求图力</a>:因为我妈妈有类似的问题 就是这件事无论怎么做 她都会【后悔】所以我只能每次说【没事没事】【下次注意】【经历过这一次咱们下次就知道怎么办了】【这种事情就得想开】这种话 要常说 多说 会有用 慢慢地她会变得好一点 但是很慢很慢就是了 并且有的时候我情绪一不好也就共沉沦了 然后进度退后<img alt=""[淡淡的]"" title=""[淡淡的]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7b/2024_takearest_org.png"" />",来自天津,5156581553997197,9,回复@阿月月求图力:因为我妈妈有类似的问题 就是这件事无论怎么做 她都会【后悔】所以我只能每次说【没事没事】【下次注意】【经历过这一次咱们下次就知道怎么办了】【这种事情就得想开】这种话 要常说 多说 会有用 慢慢地她会变得好一点 但是很慢很慢就是了 并且有的时候我情绪一不好也就共沉沦了 然后进度退后[淡淡的],1249270055,阿月月求图力,https://weibo.com/u/1249270055,,听道一万年 不如悟道一时间,天津 河东区,f,1021,867,17705,"7,233","38,153","16,499","61,885"
22,5156570050071610,1959830294,25年04月18日 00:44,"回复<a href=/n/阿月月求图力 usercard=""name=@阿月月求图力"">@阿月月求图力</a>:对对，原文说妈妈“防着自己”，其实是妈妈觉得被否定了，要疏通引导还是得让自己和妈妈站到一条阵线上去。",来自上海,5156581327241992,6,回复@阿月月求图力:对对，原文说妈妈“防着自己”，其实是妈妈觉得被否定了，要疏通引导还是得让自己和妈妈站到一条阵线上去。,7396313114,传奇水手辛巴达,https://weibo.com/u/7396313114,,May you find water and shade.,其他,m,188,133,4069,"1,363","2,710","4,011","8,084"
23,5156570050071610,1959830294,25年04月18日 00:42,"回复<a href=/n/阿月月求图力 usercard=""name=@阿月月求图力"">@阿月月求图力</a>:如果我没班上，我肯定可以做到。现在就是她每天刷短视频6小时，老师陪伴她3小时，我打电话每周3个，每次半小时到一小时。竞争不过的。",来自广东,5156580823926857,43,回复@阿月月求图力:如果我没班上，我肯定可以做到。现在就是她每天刷短视频6小时，老师陪伴她3小时，我打电话每周3个，每次半小时到一小时。竞争不过的。,1959830294,汪有,https://weibo.com/u/1959830294,2024微博年度新知博主 科学科普博主,汪有，啥都有,广东 广州,m,1387716,794,13285,"1,225,481","2,135,214","20,520,841","23,881,536"
24,5156570050071610,1959830294,25年04月18日 00:40,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:我觉得可以试试这样 你要教她自己从这个情绪里走出来 就是直接告诉她【我不想让你这样是因为以我的经验这件事可能会变成那样最后还是你难受 我怕你难受】如果这件事最后没发生 皆大欢喜 如果发生了 就说 没关系 这次是教训 下次我们可以怎样怎样 然后要经常说 看到一点妈妈情绪苗头不对赶紧安慰",来自天津,5156580265821649,4,回复@汪有:我觉得可以试试这样 你要教她自己从这个情绪里走出来 就是直接告诉她【我不想让你这样是因为以我的经验这件事可能会变成那样最后还是你难受 我怕你难受】如果这件事最后没发生 皆大欢喜 如果发生了 就说 没关系 这次是教训 下次我们可以怎样怎样 然后要经常说 看到一点妈妈情绪苗头不对赶紧安慰,1249270055,阿月月求图力,https://weibo.com/u/1249270055,,听道一万年 不如悟道一时间,天津 河东区,f,1021,867,17705,"7,233","38,153","16,499","61,885"
25,5156570050071610,1959830294,25年04月18日 00:39,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:确实哈，能理解……我外婆看养生节目记笔记，错过了还看回放，很消耗精力还差点买没用且不知道有没有害的药，还好跟我妈说了想法被打消。但要执着养生节目这个也是真的改不了，老人家这个年纪已经很难改变了。然后呢，自己老了没用，不知道生存的意义这也是我外婆自己跟我讲的。家人太难了。",来自上海,5156580002893632,2,回复@汪有:确实哈，能理解……我外婆看养生节目记笔记，错过了还看回放，很消耗精力还差点买没用且不知道有没有害的药，还好跟我妈说了想法被打消。但要执着养生节目这个也是真的改不了，老人家这个年纪已经很难改变了。然后呢，自己老了没用，不知道生存的意义这也是我外婆自己跟我讲的。家人太难了。,7396313114,传奇水手辛巴达,https://weibo.com/u/7396313114,,May you find water and shade.,其他,m,188,133,4069,"1,363","2,710","4,011","8,084"
26,5156570050071610,1959830294,25年04月18日 00:31,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:如果阿姨真的想基金赚钱，不用买课，以我炒股经验，就是大跌时分批进。大涨时分批出。或者让她问你啥时候进。如果这么焦虑不适合买基金。先去说服爸爸吧，给妈妈一部分钱，家里大部分事让妈妈做主，反正现在退休了，老一辈的人大部分也不在了，在家里也没什么特别重大的决策了",来自山东,5156577989887394,5,回复@汪有:如果阿姨真的想基金赚钱，不用买课，以我炒股经验，就是大跌时分批进。大涨时分批出。或者让她问你啥时候进。如果这么焦虑不适合买基金。先去说服爸爸吧，给妈妈一部分钱，家里大部分事让妈妈做主，反正现在退休了，老一辈的人大部分也不在了，在家里也没什么特别重大的决策了,7894736845,潍洋安康,https://weibo.com/u/7894736845,,,山东,f,141,194,2463,"2,123",208,"1,329","3,660"
27,5156570050071610,1959830294,25年04月18日 00:23,"回复<a href=/n/大肥璇 usercard=""name=@大肥璇"">@大肥璇</a>:我举个例子哈，去重庆旅游，在景点，她正在拍照，突然来了个涂着迷彩的人来合影，她很开心，我爸偷偷问我要不要给钱，我说肯定要给，但我妈高兴你能说啥呢？结果我妈发现要给钱，气哭了。我说没事儿，你就当消费，她做不到。所以被骗真的会难受。",来自广东,5156576163792591,39,回复@大肥璇:我举个例子哈，去重庆旅游，在景点，她正在拍照，突然来了个涂着迷彩的人来合影，她很开心，我爸偷偷问我要不要给钱，我说肯定要给，但我妈高兴你能说啥呢？结果我妈发现要给钱，气哭了。我说没事儿，你就当消费，她做不到。所以被骗真的会难受。,1959830294,汪有,https://weibo.com/u/1959830294,2024微博年度新知博主 科学科普博主,汪有，啥都有,广东 广州,m,1387716,794,13285,"1,225,481","2,135,214","20,520,841","23,881,536"
28,5156570050071610,1959830294,25年04月18日 00:19,"回复<a href=/n/汪有 usercard=""name=@汪有"">@汪有</a>:讲不通的 让她去吧。有一个点一定要认清，你妈妈的钱就是你妈妈的钱，你给了你妈妈的钱，也就是她的钱。她有100%绝对的支配权。哪怕她买保健品被骗，说实话你无能为力的。你的选择在于，她破产之后你的钱要不要继续给她，仅此而已",来自美国,5156575085856400,21,回复@汪有:讲不通的 让她去吧。有一个点一定要认清，你妈妈的钱就是你妈妈的钱，你给了你妈妈的钱，也就是她的钱。她有100%绝对的支配权。哪怕她买保健品被骗，说实话你无能为力的。你的选择在于，她破产之后你的钱要不要继续给她，仅此而已,2011050561,如果没话说了你可以说我肚子饿了,https://weibo.com/u/2011050561,,[2，＋∞）,上海,m,466,1172,2397,"1,598",368,"1,081","3,047"
