,main_body_mid,main_body_uid,发布时间,处理内容,mid,回复数量,点赞数量,原生内容,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
19,5115081353858285,3815664603,2024-12-24 13:12:10,"关注<img alt=""[话筒]"" title=""[话筒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/48/2018new_huatong_org.png"" />",5115094937901175,0,0,关注[话筒],3746858447,叙州公安,https://weibo.com/u/3746858447,四川省宜宾市公安局叙州区分局官方微博,,四川,m,8811,1182,35491,"324,467","52,593","270,776","647,836"
20,5115081353858285,3815664603,2024-12-24 12:31:00,关注,5115084580327893,0,0,关注,6196434586,南充文旅,https://weibo.com/u/6196434586,南充市文化广播电视和旅游局官方微博,将帅故里，锦绣南充,四川,f,41627,685,27114,"336,638","6,989","291,708","635,335"
21,5115081353858285,3815664603,2024-12-24 18:19:35,关注,5115172307861571,0,0,关注,3357984530,成都水务,https://weibo.com/u/3357984530,成都市水务局官方微博,您好，这里是成都市水务局的官方微博，欢迎您的关注。,四川,m,154900,716,51278,"372,734","68,979","639,345","1,081,058"
22,5115081353858285,3815664603,2024-12-24 17:29:56,关注,5115159810936627,0,0,关注,2536791434,德州消防,https://weibo.com/u/2536791434,山东省德州市消防救援支队官方微博,关注消防 生命至上,山东 德州,m,318829,1023,35117,"30,667","35,035","63,017","128,719"
23,5115081353858285,3815664603,2024-12-24 16:52:55,关注,5115150493287949,0,0,关注,2101426164,安顺公安,https://weibo.com/u/2101426164,贵州省安顺市公安局官方微博,安顺市公安局官方微博是与群众互动交流、增进警民沟通的桥梁，在这您可以及时获悉安顺警方新闻资讯。但不具备接处警职能，如需报警求助，请拔打110。,贵州,m,217025,1888,21372,"40,617","34,095","39,886","114,598"
24,5115081353858285,3815664603,2024-12-24 16:36:56,关注,5115146471737191,0,0,关注,1909319983,绵阳交警直属四大队,https://weibo.com/u/1909319983,四川省绵阳市交警直属四大队,绵阳交警直属四大队，辖区范围：绵阳市高新区，报警电话：0816-2533111   地址：绵阳市高新区火炬东街22号,四川 绵阳,m,9737,343,22254,"215,876","6,602","168,803","391,281"
25,5115081353858285,3815664603,2024-12-24 15:40:49,关注,5115132348990765,0,0,关注,5069316325,江夏检察,https://weibo.com/u/5069316325,湖北省武汉市江夏区人民检察院官方微博,强化法律监督，维护公平正义,湖北 武汉,m,1241,247,13469,"112,532","72,366","108,577","293,475"
26,5115081353858285,3815664603,2024-12-24 15:35:54,关注,5115131111407841,0,0,关注,3846489597,昆明市西山区发布,https://weibo.com/u/3846489597,中共昆明市西山区委宣传部,这里是西山区政务服务官方微博，倾听民意、激发民智、与民互动、凝聚民心，在这里，你可以了解到西山区最新资讯，欢迎给我们提出宝贵的意见和建议。,云南,m,305849,793,144206,"443,720","31,218","419,848","894,786"
27,5115081353858285,3815664603,2024-12-24 15:32:02,关注,5115130136497902,0,0,关注,3355021510,成都高新市场监管,https://weibo.com/u/3355021510,成都高新技术产业开发区市场监督管理局,,四川,m,82572,649,43316,"306,799","15,283","209,612","531,694"
28,5115081353858285,3815664603,2024-12-24 15:27:01,"<img alt=""[话筒]"" title=""[话筒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/48/2018new_huatong_org.png"" /><img alt=""[话筒]"" title=""[话筒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/48/2018new_huatong_org.png"" /><img alt=""[话筒]"" title=""[话筒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/48/2018new_huatong_org.png"" />",5115128876108540,0,0,[话筒][话筒][话筒],6357495038,四川高速公_安二分_局,https://weibo.com/u/6357495038,四川省公安厅高速公路公安局二分局,四川省公安厅交通警察总队高速公路二支队,四川,f,4186,254,13669,"24,266","2,374","18,129","44,769"
29,5115081353858285,3815664603,2024-12-24 15:23:02,关注,5115127873934223,0,0,关注,2617959601,平安吴忠,https://weibo.com/u/2617959601,吴忠市公安局官方微博,警力有限，民力无穷，建设平安吴忠需要您的倾情支持与配合，让我们警民同心，为共铸平安吴忠贡献一份力量！,宁夏 吴忠,f,194568,949,13234,"32,590","10,720","19,314","62,624"
30,5115081353858285,3815664603,2024-12-24 15:17:42,关注,5115126531228489,0,0,关注,3547936113,滁州应急,https://weibo.com/u/3547936113,安徽省滁州市应急管理局官方微博,滁州市应急管理局官方微博,安徽,m,1848,331,10532,"72,256","1,623","64,650","138,529"
31,5115081353858285,3815664603,2024-12-24 14:06:46,"<a href=/n/宜宾公安 usercard=""name=@宜宾公安"">@宜宾公安</a>",5115108679749373,0,0,@宜宾公安,2421565453,诸城公安,https://weibo.com/u/2421565453,山东省诸城市公安局官方微博,发布最新警务信息，接受警务咨询。报警请拨打110！,山东,m,156758,931,34410,"447,010","48,731","334,781","830,522"
32,5115081353858285,3815664603,2024-12-24 14:06:39,关注关注,5115108651173680,0,0,关注关注,2421565453,诸城公安,https://weibo.com/u/2421565453,山东省诸城市公安局官方微博,发布最新警务信息，接受警务咨询。报警请拨打110！,山东,m,156758,931,34410,"447,010","48,731","334,781","830,522"
33,5115081353858285,3815664603,2024-12-24 13:52:17,关注,5115105035683884,0,0,关注,6608349086,阿坝文体旅,https://weibo.com/u/6608349086,阿坝藏族羌族自治州文化体育和旅游局官方微博,天下九寨沟·大美阿坝州 ，欢迎您！,四川,f,12840,350,6386,"238,860","4,279","248,864","492,003"
34,5115081353858285,3815664603,2024-12-24 13:10:14,关注,5115094453191647,0,0,关注,3226148132,南郑检察微博,https://weibo.com/u/3226148132,陕西省汉中市南郑县人民检察院官方微博,强化法律监督，维护公平正义，关注保障民生，促进经济发展。 汉中市南郑区人民检察院欢迎您！ 全国检察机关统一举报电话：12309,陕西,m,3979,865,68256,"393,052","38,849","246,134","678,035"
35,5115081353858285,3815664603,2024-12-24 16:38:41,"共同关注<img alt=""[话筒]"" title=""[话筒]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/48/2018new_huatong_org.png"" />",5115146911614045,0,0,共同关注[话筒],2055576275,成都高新,https://weibo.com/u/2055576275,成都高新技术产业开发区官方微博,科技改变生活，产业锻造时代，您的未来，我们的未来，要一起走过。,四川,m,1531204,1804,120500,"2,089,354","2,675,922","9,361,538","14,126,814"
36,5115081353858285,3815664603,2024-12-24 13:34:05,"关注 <a href=/n/宜宾公安 usercard=""name=@宜宾公安"">@宜宾公安</a>!",5115100454982565,0,0,关注 @宜宾公安!,1523766213,成都发布,https://weibo.com/u/1523766213,成都市人民政府新闻办公室,这里是成都市人民政府新闻办公室微博，我们将及时给朋友们提供有关成都的各类信息。有害信息举报热线：028-86612222。,四川 成都,m,15105446,1667,169181,"6,214,581","6,888,698","40,798,467","53,901,746"
37,5115081353858285,3815664603,2024-12-24 14:59:42,关注,5115122003478918,0,0,关注,2661549585,历下检察,https://weibo.com/u/2661549585,济南市历下区人民检察院官方微博,这是济南市历下区人民检察院的官方微博，是一个交流沟通的平台，也是一个对策咨询的平台，更是一个联系群众、汇集民意的平台，大家共同努力，为建设法治中国尽一份力吧。,山东 济南,m,37688,596,121398,"662,574","896,343","1,280,105","2,839,022"
38,5115081353858285,3815664603,2024-12-24 16:30:22,关注,5115144818138775,0,0,关注,3881660513,四川应急,https://weibo.com/u/3881660513,四川省应急管理厅官方微博,根据党中央、国务院批准的《四川省机构改革方案》，四川省将省安全生产监督管理局的职责，以及省政府办公厅的应急管理职责，省公安厅的消防管理职责，省民政厅的救灾职责，相关机构的地质灾害防治、水旱灾害防治、森林防火、草原防火、震灾应急救援等相关职责，省防汛抗旱、减灾、抗震救灾、森林草原防火等指挥部(委员会)的职责等整合，组建省应急管理厅，作为省政府组成部门，加挂省安全生产委员会办公室牌子，按中央有关改革部署实施。不再保留省安全生产监督管理局。,四川,m,270871,693,67254,"77,763","113,691","198,007","389,461"
