,main_body_mid,main_body_uid,发布时间,处理内容,mid,回复数量,点赞数量,原生内容,评论地点,uid,用户昵称,用户主页,用户认证信息,用户描述,用户地理位置,用户性别,用户粉丝数量,用户关注数量,用户全部微博,用户累计评论,用户累计转发,用户累计获赞,用户转评赞
10,5154823403208745,1751376711,2025-04-14 22:55:21,转发微博,5155466754397622,0,0,转发微博,来自四川,2478202465,安心可,https://weibo.com/u/2478202465,,那么美好，那么真实，那么残忍。,四川 成都,m,267,105,48204,23,17,418,458
11,5154823403208745,1751376711,2025-04-14 21:19:41,"《你可以说“不”》<img alt=""[赞]"" title=""[赞]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/e6/2018new_zan_org.png"" />",5155442680137104,0,0,《你可以说“不”》[赞],来自江苏,7095294951,陈胖婆dsh,https://weibo.com/u/7095294951,,余生请多指教，来世仍多包涵。,江苏,f,71,4633,11197,139,41,329,509
12,5154823403208745,1751376711,2025-04-14 16:22:11,Repost,5155367810239784,0,0,Repost,来自四川,1904669145,藍色淚咖啡,https://weibo.com/u/1904669145,,如果世界充满愤怒，我们仍然敢于安慰，如果世界充满绝望，我们仍然敢于憧憬，如果世界充满猜度，我们仍然敢于信任！,四川 成都,m,1676,193,105618,"1,269","3,632",719,"5,620"
13,5154823403208745,1751376711,2025-04-14 16:00:51,《你可以说“不”》,5155362441528912,0,0,《你可以说“不”》,来自江苏,7338262089,大赢家1616,https://weibo.com/u/7338262089,,业大于勤，慌于嬉,广东 广州,m,36,1631,6811,65,10,140,215
14,5154823403208745,1751376711,2025-04-14 15:14:46,期待阅读,5155350844802193,0,0,期待阅读,来自江苏,7798987494,星耀多哈耶,https://weibo.com/u/7798987494,,,江苏,m,101,1009,1402,59,0,26,85
15,5154823403208745,1751376711,2025-04-14 13:12:07,来了,5155319978920799,0,0,来了,来自河南,6082103943,流年6082103943,https://weibo.com/u/6082103943,,,北京,m,54,270,20,5,0,0,5
16,5154823403208745,1751376711,2025-04-14 11:19:02,"<a href=""//s.weibo.com/weibo?q=%23%E6%AF%8F%E5%91%A8%E4%B8%80%E4%B9%A6%23"" target=""_blank"">#每周一书#</a> <img alt=""[送花花]"" title=""[送花花]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png"" /><img alt=""[举手]"" title=""[举手]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/fd/2022_raisehand_org.png"" />",5155291521090420,0,0,#每周一书# [送花花][举手],来自江西,2849971103,Name超chao,https://weibo.com/u/2849971103,,天黑了，太阳出来了,江西 九江,m,2126,540,8839,739,614,"6,657","8,010"
17,5154823403208745,1751376711,2025-04-14 09:21:53,"<img alt=""[加油]"" title=""[加油]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/9f/2018new_jiayou_org.png"" />",5155262039852316,0,0,[加油],来自云南,5701101369,Kiznia,https://weibo.com/u/5701101369,,,其他,f,28,487,1487,100,24,102,226
18,5154823403208745,1751376711,2025-04-14 09:16:26,转发微博,5155260672508632,0,0,转发微博,来自广东,1806789080,徐VVoO,https://weibo.com/u/1806789080,,在梦里醒，在街上醉。,广东 深圳,f,252,1012,1356,569,147,11,727
19,5154823403208745,1751376711,2025-04-13 23:29:36,"<img alt=""[喵喵]"" title=""[喵喵]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7b/2018new_miaomiao_org.png"" />",5155112986085347,0,0,[喵喵],来自上海,2654516232,浅浅地活着,https://weibo.com/u/2654516232,,我贴在地面步行，不在云端舞蹈。,上海 徐汇区,m,246,480,1707,"1,154",69,546,"1,769"
20,5154823403208745,1751376711,2025-04-13 23:06:50,转发微博,5155107260859864,0,0,转发微博,来自河北,1054048887,湖晚弓,https://weibo.com/u/1054048887,,老爷爷沉醉不知来时路,海外,m,871,1069,1113,284,275,838,"1,397"
21,5154823403208745,1751376711,2025-04-13 09:03:02,"<img alt=""[心]"" title=""[心]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/8a/2018new_xin_org.png"" />",5154894906396243,0,0,[心],来自浙江,7746153566,花花世界的M先生,https://weibo.com/u/7746153566,,,其他,m,7,67,31,0,0,0,0
22,5154823403208745,1751376711,2025-04-13 08:30:19,好,5154886677168170,0,0,好,来自上海,1764761061,denko23,https://weibo.com/u/1764761061,,喜欢科技资讯 数码 it 电商 财经 体育,山西 运城,m,342,2034,7537,790,149,397,"1,336"
23,5154823403208745,1751376711,2025-04-16 06:14:53,转发微博,5155939754967871,0,0,转发微博,来自江西,7967762034,ow玩奶不奶人的是伪人,https://weibo.com/u/7967762034,,,湖北 十堰,m,85,108,331,0,1,0,1
24,5154823403208745,1751376711,2025-04-13 08:11:23,why,5154881913487771,0,0,why,来自浙江,3519010587,慢动作Q先生,https://weibo.com/u/3519010587,,.^_^,北京,m,481,1393,27753,724,492,368,"1,584"
25,5154823403208745,1751376711,2025-04-14 20:16:04,分享好书,5155426668907443,0,0,分享好书,来自江苏,1797954441,顺其自然924,https://weibo.com/u/1797954441,,一切皆有可能——,江苏 泰州,m,131,1509,1482,134,116,234,484
